id,ndex,species,forme,dex1,dex2,type1_id,type2_id,ability1_id,ability2_id,hidden_ability_id,hp,attack,defense,spattack,spdefense,speed,total,weight,height,class,percent_male,percent_female,egg_group1,egg_group2,image_url
618,618,Stunfisk,Stunfisk,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.","It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",9,4,9,7,8,109,66,84,81,99,32,471,24.3,2.0,Trap Pokémon,0.5,0.5,Water 1,Amorphous,618.png
619,619,Mienfoo,Mienfoo,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.","They have mastered elegant combos. As they concentrate, their battle moves become swifter and more precise.",7,,39,144,120,45,85,50,55,50,65,350,44.1,2.0,Martial Arts Pokémon,0.5,0.5,Field,Human-Like,619.png
620,620,Mienshao,Mienshao,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,They use the long fur on their arms as a whip to strike their opponents.,7,,39,144,120,65,125,60,95,60,105,510,78.3,4.0,Martial Arts Pokémon,0.5,0.5,Field,Human-Like,620.png
621,621,Druddigon,Druddigon,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.","It races through narrow caves, using its sharp claws to catch prey. The skin on its face is harder than a rock.",15,,24,125,104,77,120,90,60,90,48,485,306.4,5.0,Cave Pokémon,0.5,0.5,Dragon,Monster,621.png
622,622,Golett,Golett,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",These Pokémon are thought to have been created by the science of an ancient and mysterious civilization.,9,14,89,103,99,59,74,50,35,50,35,303,202.8,3.0,Automaton Pokémon,,,Mineral,,622.png
623,623,Golurk,Golurk,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them.,9,14,89,103,99,89,124,80,55,80,55,483,727.5,9.0,Automaton Pokémon,,,Mineral,,623.png
624,624,Pawniard,Pawniard,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",They fight at Bisharp’s command. They cling to their prey and inflict damage by sinking their blades into it.,16,17,128,39,46,45,85,70,40,40,60,340,22.5,1.0,Sharp Blade Pokémon,0.5,0.5,Human-Like,,624.png
625,625,Bisharp,Bisharp,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,16,17,128,39,46,65,125,100,60,70,70,490,154.3,5.0,Sword Blade Pokémon,0.5,0.5,Human-Like,,625.png
626,626,Bouffalant,Bouffalant,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",They charge wildly and headbutt everything. Their headbutts have enough destructive force to derail a train.,1,,120,157,43,95,110,95,40,95,55,490,208.6,5.0,Bash Buffalo Pokémon,0.5,0.5,Field,,626.png
627,627,Rufflet,Rufflet,They pick fights indiscriminately. They grow stronger and more powerful each time they faint or are injured.,"With its sharp claws, this Pokémon pierces its prey, and then it pecks at them. Although it also consumes berries, it’s a carnivore at heart.",1,10,51,125,55,70,83,50,37,50,60,350,23.1,1.0,Eaglet Pokémon,1.0,0.0,Flying,,627.png
628,628,Braviary,Braviary,"With its brave disposition, it fears nothing—not even death. Ancient Alolan people respected it, referring to it as “the hero of the sky.”","It’s thought that people disturbed their habitats in the past, so Braviary banded together to fight back.",1,10,51,125,128,100,123,75,57,75,80,510,90.4,4.0,Valiant Pokémon,1.0,0.0,Flying,,628.png
629,629,Vullaby,Vullaby,"It protects its plump posterior with the bones of prey it has consumed. As it grows, it replaces the bones.","It can’t fly yet and must wait until its wings have developed more. Since it’s still at a playful age, it hops around friskily.",16,10,145,142,133,70,55,75,45,65,60,370,19.8,1.0,Diapered Pokémon,0.0,1.0,Flying,,629.png
630,630,Mandibuzz,Mandibuzz,"They adorn themselves beautifully with bones. This is supposedly an effort to attract males, but no male Mandibuzz have ever been found.","It circles in the sky, keeping a keen eye out for Pokémon in a weakened state. Its choicest food is Cubone.",16,10,145,142,133,110,65,105,55,95,80,510,87.1,3.0,Bone Vulture Pokémon,0.0,1.0,Flying,,630.png
631,631,Heatmor,Heatmor,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,"Using their very hot, flame-covered tongues, they burn through Durant’s steel bodies and consume their insides.",2,,82,18,73,85,97,66,105,66,65,484,127.9,4.0,Anteater Pokémon,0.5,0.5,Field,,631.png
632,632,Durant,Durant,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","Durant dig nests in mountains. They build their complicated, interconnected tunnels into mazes.",12,17,68,55,54,58,109,112,48,48,109,484,72.8,1.0,Iron Ant Pokémon,0.5,0.5,Bug,,632.png
633,633,Deino,Deino,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.","They cannot see, so they tackle and bite to learn about their surroundings. Their bodies are covered in wounds.",16,15,55,,,52,65,50,45,50,38,300,38.1,2.0,Irate Pokémon,0.5,0.5,Dragon,,633.png
634,634,Zweilous,Zweilous,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.","Since their two heads do not get along and compete with each other for food, they always eat too much.",16,15,55,,,72,85,70,65,70,58,420,110.2,4.0,Hostile Pokémon,0.5,0.5,Dragon,,634.png
635,635,Hydreigon,Hydreigon,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",The heads on their arms do not have brains. They use all three heads to consume and destroy everything.,16,15,26,,,92,105,90,125,90,98,600,352.7,5.0,Brutal Pokémon,0.5,0.5,Dragon,,635.png
636,636,Larvesta,Larvesta,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.,12,2,49,,68,55,85,55,50,55,60,360,63.5,3.0,Torch Pokémon,0.5,0.5,Bug,,636.png
637,637,Volcarona,Volcarona,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.","A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales.",12,2,49,,68,85,60,65,135,105,100,550,101.4,5.0,Sun Pokémon,0.5,0.5,Bug,,637.png
638,638,Cobalion,Cobalion,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,It has a body and heart of steel. Its glare is sufficient to make even an unruly Pokémon obey it.,17,7,154,,,91,90,129,90,72,108,580,551.2,6.0,Iron Will Pokémon,,,Undiscovered,,638.png
639,639,Terrakion,Terrakion,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends.,13,7,154,,,91,129,90,72,90,108,580,573.2,6.0,Cavern Pokémon,,,Undiscovered,,639.png
640,640,Virizion,Virizion,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,"Its head sprouts horns as sharp as blades. Using whirlwind-like movements, it confounds and swiftly cuts opponents.",5,7,154,,,91,90,72,90,129,108,580,440.9,6.0,Grassland Pokémon,,,Undiscovered,,640.png
641,641,Tornadus,Tornadus (Incarnate Forme),The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,"Tornadus expels massive energy from its tail, causing severe storms. Its power is great enough to blow houses away.",10,,158,,128,79,115,70,125,80,111,580,138.9,4.0,Cyclone Pokémon,1.0,0.0,Undiscovered,,641.png
642,642,Thundurus,Thundurus (Incarnate Forme),Countless charred remains mar the landscape of places through which Thundurus has passed.,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,4,10,158,,128,79,115,70,125,80,111,580,134.5,4.0,Bolt Strike Pokémon,1.0,0.0,Undiscovered,,642.png
643,643,Reshiram,Reshiram,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.","When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",15,2,163,,,100,120,100,150,120,90,680,727.5,10.0,Vast White Pokémon,,,Undiscovered,,643.png
644,644,Zekrom,Zekrom,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.","This Pokémon appears in legends. In its tail, it has a giant generator that creates electricity.",15,4,164,,,100,150,120,120,100,90,680,760.6,9.0,Deep Black Pokémon,,,Undiscovered,,644.png
645,645,Landorus,Landorus (Incarnate Forme),Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,"The energy that comes pouring from its tail increases the nutrition in the soil, making crops grow to great size.",9,10,159,,125,89,125,90,115,80,101,600,149.9,4.0,Abundance Pokémon,1.0,0.0,Undiscovered,,645.png
646,646,Kyurem,Kyurem (Kyurem),"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",It can produce ultracold air. Its body is frozen.,15,6,46,,,125,130,90,130,90,95,660,716.5,9.0,Boundary Pokémon,,,Undiscovered,,646.png
647,647,Keldeo,Keldeo (Ordinary Form),"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.","It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.",3,7,154,,,91,72,90,129,90,108,580,106.9,4.0,Colt Pokémon,,,Undiscovered,,647.png
648,648,Meloetta,Meloetta (Aria Forme),Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,Many famous songs have been inspired by the melodies that Meloetta plays.,1,11,32,,,100,77,77,128,128,90,600,14.3,2.0,Melody Pokémon,,,Undiscovered,,648.png
649,649,Genesect,Genesect (Genesect),"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,12,17,88,,,71,120,95,120,95,99,600,181.9,4.0,Paleozoic Pokémon,,,Undiscovered,,649.png
650,650,Chespin,Chespin,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,5,,65,,171,56,61,65,48,45,38,313,19.8,1.0,Spiny Nut Pokémon,0.875,0.125,Field,,650.png
651,651,Quilladin,Quilladin,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,5,,65,,171,61,78,95,56,58,57,405,63.9,2.0,Spiny Armor Pokémon,0.875,0.125,Field,,651.png
652,652,Chesnaught,Chesnaught,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",5,7,65,,171,88,107,122,74,75,64,530,198.4,5.0,Spiny Armor Pokémon,0.875,0.125,Field,,652.png
653,653,Fennekin,Fennekin,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.","As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",2,,66,,170,40,45,40,62,60,60,307,20.7,1.0,Fox Pokémon,0.875,0.125,Field,,653.png
654,654,Braixen,Braixen,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.","When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",2,,66,,170,59,59,58,90,70,73,409,32.0,3.0,Fox Pokémon,0.875,0.125,Field,,654.png
655,655,Delphox,Delphox,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.","Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",2,11,66,,170,75,69,72,114,100,104,534,86.0,4.0,Fox Pokémon,0.875,0.125,Field,,655.png
656,656,Froakie,Froakie,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",3,,67,,168,41,56,40,62,44,71,314,15.4,1.0,Bubble Frog Pokémon,0.875,0.125,Water 1,,656.png
657,657,Frogadier,Frogadier,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.","Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",3,,67,,168,54,63,52,83,56,97,405,24.0,2.0,Bubble Frog Pokémon,0.875,0.125,Water 1,,657.png
658,658,Greninja,Greninja,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.","It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",3,16,67,67,168,72,95,67,103,71,122,530,88.2,4.0,Ninja Pokémon,0.875,0.125,Water 1,,658.png
659,659,Bunnelby,Bunnelby,They use their large ears to dig burrows. They will dig the whole night through.,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,1,,53,167,37,38,36,38,32,36,57,237,11.0,1.0,Digging Pokémon,0.5,0.5,Field,,659.png
660,660,Diggersby,Diggersby,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.","As powerful as an excavator, its ears can reduce dense bedrock to rubble. When it’s finished digging, it lounges lazily.",1,9,53,167,37,85,56,77,50,77,78,423,93.5,3.0,Digging Pokémon,0.5,0.5,Field,,660.png
661,661,Fletchling,Fletchling,"This amiable Pokémon is easy to train. But when battle is joined, it shows its ferocious side.","When it’s excited, its temperature can double, spiking hormone production in its body.",1,10,145,,177,45,50,43,40,38,62,278,3.7,1.0,Tiny Robin Pokémon,0.5,0.5,Flying,,661.png
662,662,Fletchinder,Fletchinder,"From its beak, it fires embers at its prey. Once it has caught them, it grills them at high heat before feasting upon them.","It will not tolerate other Fletchinder entering its territory, which has a radius of several miles.",2,10,49,,177,62,73,55,56,52,84,382,35.3,2.0,Ember Pokémon,0.5,0.5,Flying,,662.png
663,663,Talonflame,Talonflame,Its favorite foods are Wingull and Pikipek. It attacks with a powerful kick and grasps them firmly in its talons.,"It zooms directly at its prey at flight speeds of close to 310 mph, while fiery embers scatter from gaps in its feathers.",2,10,49,,177,78,81,71,74,69,126,499,54.0,3.0,Scorching Pokémon,0.5,0.5,Flying,,663.png
664,664,Scatterbug,Scatterbug,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.","The powder that covers its body regulates its temperature, so it can live in any region or climate.",12,,19,14,132,38,35,40,27,25,35,200,5.5,1.0,Scatterdust Pokémon,0.5,0.5,Bug,,664.png
665,665,Spewpa,Spewpa,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.","The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",12,,61,,132,45,22,60,27,30,29,213,18.5,1.0,Scatterdust Pokémon,0.5,0.5,Bug,,665.png
666,666,Vivillon,Vivillon (Icy Snow Pattern),Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,12,10,19,14,132,80,52,50,90,50,89,411,37.5,3.0,Scale Pokémon,0.5,0.5,Bug,,666.png
667,667,Litleo,Litleo,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.",They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,2,1,79,127,153,62,50,58,73,54,72,369,29.8,2.0,Lion Cub Pokémon,0.75,0.25,Field,,667.png
668,668,Pyroar,Pyroar,The male with the largest mane of fire is the leader of the pride.,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",2,1,79,127,153,86,68,72,109,66,106,507,179.7,4.0,Royal Pokémon,0.75,0.25,Field,,668.png
669,669,Flabébé,Flabébé (Red Flower),This Pokémon can draw forth the power hidden within blooming wild flowers. It is particularly fond of red flowers.,"This Flabébé rides a red flower. Immediately after birth, this Pokémon begins flying around in search of a flower it likes.",18,,166,,180,44,38,39,61,79,42,303,0.2,0.0,Single Bloom Pokémon,0.0,1.0,Fairy,,669.png
670,670,Floette,Floette (Red Flower),It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",18,,166,,180,54,45,47,75,98,52,371,2.0,0.0,Single Bloom Pokémon,0.0,1.0,Fairy,,670.png
671,671,Florges,Florges (Red Flower),"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.","In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",18,,166,,180,78,65,68,112,154,75,552,22.0,3.0,Garden Pokémon,0.0,1.0,Fairy,,671.png
672,672,Skiddo,Skiddo,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.","If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",5,,157,,179,66,65,48,62,57,52,350,68.3,2.0,Mount Pokémon,0.5,0.5,Field,,672.png
673,673,Gogoat,Gogoat,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,5,,157,,179,123,100,62,97,81,68,531,200.6,5.0,Mount Pokémon,0.5,0.5,Field,,673.png
674,674,Pancham,Pancham,"It grows up imitating the behavior of Pangoro, which it looks up to as a leader.","There’s no point to the leaf in its mouth, aside from an effort to look cool. It’s mischievous, so it’s not well suited to inexperienced Trainers.",16,,89,104,113,67,82,62,46,48,43,348,17.6,2.0,Playful Pokémon,0.5,0.5,Field,Human-Like,674.png
675,675,Pangoro,Pangoro,It boasts superb physical strength. Those who wish to become Pangoro’s Trainer have no choice but to converse with their fists.,"From the slight twitches of its bamboo leaf, it deduces its opponent’s movements. It’s eager to tussle but kindhearted toward its companions.",16,7,89,104,113,95,124,78,69,71,58,495,299.8,6.0,Daunting Pokémon,0.5,0.5,Field,Human-Like,675.png
676,676,Furfrou,Furfrou (Natural Form),Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",1,,169,,,75,80,60,65,90,102,472,61.7,3.0,Poodle Pokémon,0.5,0.5,Field,,676.png
677,677,Espurr,Espurr,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",11,,51,151,20,62,48,54,63,60,68,355,7.7,1.0,Restraint Pokémon,0.5,0.5,Field,,677.png
678,678,Meowstic,Meowstic (Male),"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.",The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.,11,,51,151,158,74,48,76,83,81,104,466,18.7,2.0,Constraint Pokémon,1.0,0.0,Field,,678.png
679,679,Honedge,Honedge,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",17,14,99,,,45,80,100,35,37,28,325,4.4,2.0,Sword Pokémon,0.5,0.5,Mineral,,679.png
680,680,Doublade,Doublade,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.","The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",17,14,99,,,59,110,150,45,49,35,448,9.9,2.0,Sword Pokémon,0.5,0.5,Mineral,,680.png
681,681,Aegislash,Aegislash (Shield Forme),"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.","Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king.",17,14,176,,,60,50,150,50,150,60,520,116.8,5.0,Royal Sword Pokémon,0.5,0.5,Mineral,,681.png
682,682,Spritzee,Spritzee,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",18,,131,,165,78,52,60,63,65,23,341,1.1,0.0,Perfume Pokémon,0.5,0.5,Fairy,,682.png
683,683,Aromatisse,Aromatisse,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.","Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",18,,131,,165,101,72,72,99,89,29,462,34.2,2.0,Fragrance Pokémon,0.5,0.5,Fairy,,683.png
684,684,Swirlix,Swirlix,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.","Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",18,,175,,84,62,48,66,59,57,49,341,7.7,1.0,Cotton Candy Pokémon,0.5,0.5,Fairy,,684.png
685,685,Slurpuff,Slurpuff,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",18,,175,,84,82,80,86,85,75,72,480,11.0,2.0,Meringue Pokémon,0.5,0.5,Fairy,,685.png
686,686,Inkay,Inkay,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",16,11,126,21,151,53,54,53,37,46,45,288,7.7,1.0,Revolving Pokémon,0.5,0.5,Water 1,Water 2,686.png
687,687,Malamar,Malamar,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.","It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",16,11,126,21,151,86,92,88,68,75,73,482,103.6,4.0,Overturning Pokémon,0.5,0.5,Water 1,Water 2,687.png
688,688,Binacle,Binacle,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock.","They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",13,3,181,97,124,42,52,67,39,56,50,306,68.3,1.0,Two-Handed Pokémon,0.5,0.5,Water 3,,688.png
689,689,Barbaracle,Barbaracle,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.","Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",13,3,181,97,124,72,105,115,54,86,68,500,211.6,4.0,Collective Pokémon,0.5,0.5,Water 3,,689.png
690,690,Skrelp,Skrelp,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.",It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,8,3,38,143,91,50,60,60,60,60,30,320,16.1,1.0,Mock Kelp Pokémon,0.5,0.5,Water 1,Dragon,690.png
691,691,Dragalge,Dragalge,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.","Tales are told of ships that wander into seas where Dragalge live, never to return.",8,15,38,143,91,65,75,90,97,123,44,494,179.7,5.0,Mock Kelp Pokémon,0.5,0.5,Water 1,Dragon,691.png
692,692,Clauncher,Clauncher,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",3,,178,,,50,53,62,58,63,44,330,18.3,1.0,Water Gun Pokémon,0.5,0.5,Water 1,Water 3,692.png
693,693,Clawitzer,Clawitzer,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",3,,178,,,71,73,88,120,89,59,500,77.8,4.0,Howitzer Pokémon,0.5,0.5,Water 1,Water 3,693.png
694,694,Helioptile,Helioptile,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.",The frills on either side of its head have cells that generate electricity when exposed to sunlight.,4,1,87,8,94,44,38,33,61,43,70,289,13.2,1.0,Generator Pokémon,0.5,0.5,Monster,Dragon,694.png
695,695,Heliolisk,Heliolisk,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",4,1,87,8,94,62,55,52,109,94,109,481,46.3,3.0,Generator Pokémon,0.5,0.5,Monster,Dragon,695.png
696,696,Tyrunt,Tyrunt,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.",Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,13,15,173,,5,58,89,77,45,45,48,362,57.3,2.0,Royal Heir Pokémon,0.875,0.125,Monster,Dragon,696.png
697,697,Tyrantrum,Tyrantrum,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.","Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",13,15,173,,69,82,121,119,69,59,71,521,595.2,8.0,Despot Pokémon,0.875,0.125,Monster,Dragon,697.png
698,698,Amaura,Amaura,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,13,6,174,,117,77,59,50,67,63,46,362,55.6,4.0,Tundra Pokémon,0.875,0.125,Monster,,698.png
699,699,Aurorus,Aurorus,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.","Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",13,6,174,,117,123,77,72,99,92,58,521,496.0,8.0,Tundra Pokémon,0.875,0.125,Monster,,699.png
700,700,Sylveon,Sylveon,"Its ribbonlike feelers give off an aura that weakens hostility in its prey, causing them to let down their guard. Then it attacks.","When this Pokémon sights its prey, it swirls its ribbonlike feelers as a distraction. A moment later, it pounces.",18,,56,,182,95,65,65,110,130,60,525,51.8,3.0,Intertwining Pokémon,0.875,0.125,Field,,700.png
701,701,Hawlucha,Hawlucha,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.","With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",7,10,7,84,104,78,92,75,74,63,118,500,47.4,2.0,Wrestling Pokémon,0.5,0.5,Human-Like,,701.png
702,702,Dedenne,Dedenne,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.","It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",4,18,167,53,57,67,58,57,81,67,101,431,4.9,0.0,Antenna Pokémon,0.5,0.5,Field,Fairy,702.png
703,703,Carbink,Carbink,"Born from the high temperatures and pressures deep underground, it defends itself by firing beams from the jewel part of its body.","Although this Pokémon is not especially rare, its glittering, jewel-draped body draws attention from people.",13,18,29,,5,50,50,150,50,150,50,500,12.6,1.0,Jewel Pokémon,,,Fairy,Mineral,703.png
704,704,Goomy,Goomy,"The weakest of all Dragon-type Pokémon, it’s unable to breathe if its skin dries out, so it sticks to shady places.","Its source of protection is its slimy, germ-laden mucous membrane. Anyone who touches it needs some thorough hand-washing.",15,,157,93,183,45,50,35,55,75,40,300,6.2,1.0,Soft Tissue Pokémon,0.5,0.5,Dragon,,704.png
705,705,Sliggoo,Sliggoo,It has trouble drawing a line between friends and food. It will calmly try to melt and eat even those it gets along well with.,"This Pokémon’s mucous can dissolve anything. Toothless, it sprays mucous on its prey. Once they’re nicely dissolved, it slurps them up.",15,,157,93,183,68,75,53,83,113,60,452,38.6,2.0,Soft Tissue Pokémon,0.5,0.5,Dragon,,705.png
706,706,Goodra,Goodra,"An amazingly friendly Pokémon, but if left to itself, loneliness overcomes it, and it oozes gooey tears.","It gets picked on because it’s meek. But then, whoever teased it gets to feel the full force of its horns and a good swatting from its thick tail.",15,,157,93,183,90,100,70,110,150,80,600,331.8,6.0,Dragon Pokémon,0.5,0.5,Dragon,,706.png
707,707,Klefki,Klefki,This even-tempered Pokémon has a habit of collecting keys. It will sneak into people’s homes to steal their keys.,"It inserts its horn into chinks in metal, absorbing metal ions. For some reason, it collects keys.",17,18,158,,170,57,80,91,80,87,75,470,6.6,0.0,Key Ring Pokémon,0.5,0.5,Mineral,,707.png
